is_blue_verified,created_at,description,favourites_count,followers_count,friends_count,listed_count,location,media_count,name,normal_followers_count,pinned_tweet_ids_str,possibly_sensitive,profile_banner_url,profile_image_url_https,screen_name,statuses_count,verified,want_retweets,withheld_in_countries,professional_type,smart_blocked_by,smart_blocking,has_hidden_likes_on_profile,has_hidden_subscriptions_on_profile,is_identity_verified,verified_since_msec,can_highlight_tweets,highlighted_tweets,creator_subscriptions_count,url_0_display,url_0_expanded,url_0_url
True,Fri Oct 16 06:24:19 +0000 2015,,2531,32386,653,214,,56258,ShanghaiEye🚀official,32386,['1725301102613348799'],False,https://pbs.twimg.com/profile_banners/3910925474/1581005217,https://pbs.twimg.com/profile_images/1721887964509376512/_0MJiZZF_normal.jpg,ShanghaiEye,64378,False,False,[],Business,False,False,False,False,False,1464944083066,True,1,0,shanghaieye.cn,http://www.shanghaieye.cn,https://t.co/qJXniQNfbn
False,Tue Sep 26 17:26:07 +0000 2017,Reporter🙋🏻‍♀️Content editor💃🏻cinephile 🙋Work at @CCTV_Plus,133,79,146,3,Beijing,11,Shannon Zhang,79,[],False,https://pbs.twimg.com/profile_banners/912730012234723329/1506447256,https://pbs.twimg.com/profile_images/1212653839096012800/4s9m8lEJ_normal.jpg,ShannonZ666,68,False,False,[],,False,False,False,False,False,,False,0,0,,,
False,Mon Nov 22 07:57:25 +0000 2021,"中华人民共和国驻法兰克福总领事馆
Generalkonsulat der Volksrepublik China in Frankfurt am Main
Consulate General of the People's Republic of China in Frankfurt am Main",99,3044,256,36,,367,Chinesisches Generalkonsulat in Frankfurt am Main,3044,['1462816087293284352'],False,https://pbs.twimg.com/profile_banners/1462690586197118976/1637568957,https://pbs.twimg.com/profile_images/1462691807859548162/aWPV_dgL_normal.jpg,ChinaCG_Ffm,735,False,False,[],,False,False,False,False,False,,False,0,0,frankfurt.china-consulate.org/det/,http://frankfurt.china-consulate.org/det/,https://t.co/gZqLxStWKt
False,Sat Jan 04 06:33:19 +0000 2020,"🚀Space Journalist🚀 Covering astronauts, China Space station, Lunar and Mars exploration and other space explorations 🌕Personal Views 🌍",789,2561,1594,45,"Shanghai, China. ",1622,Wu Lei,2561,['1432523302715609093'],False,https://pbs.twimg.com/profile_banners/1213347544329097216/1613542211,https://pbs.twimg.com/profile_images/1359406381602803712/Ik2B-4Rw_normal.jpg,wulei2020,2073,False,False,[],Creator,False,False,False,False,False,,False,0,0,facebook.com/Spacewalk2021,https://www.facebook.com/Spacewalk2021,https://t.co/vhGIF4L7tp
False,Sat Nov 06 20:37:14 +0000 2010,Journalist,23,238,92,4,"Beijing, China",6,Bo TANG,238,[],False,,https://pbs.twimg.com/profile_images/1334339706494980096/0OX169Z__normal.jpg,Bossebosse84,68,False,False,[],,False,False,False,False,False,,False,0,0,,,
False,Sun Dec 01 22:25:25 +0000 2019,"He/Him. Views PERSONAL. Newsletter @pekingnology on Substack ↓ now part of NON-GOVT @CCG_org.  @xhnews Xinhua alum. ""过一天，是一天。""",20178,29365,4753,349,Beijing,1272,Zichen Wang,29365,['1716851098756034750'],False,https://pbs.twimg.com/profile_banners/1201266034788970497/1586791050,https://pbs.twimg.com/profile_images/1204171752991006721/6Tdc3dH2_normal.jpg,ZichenWanghere,18643,False,False,[],Creator,False,False,False,False,False,,False,0,0,pekingnology.com,http://www.pekingnology.com,https://t.co/EX87ZxzKHd
False,Sat Apr 22 17:40:19 +0000 2023,"Learn about China from here, and go to the world from here. 中国著名政经评论员",166,2427,72,7,,30,占豪,2427,['1649845947281838081'],False,,https://pbs.twimg.com/profile_images/1649830717118119937/vWxayohc_normal.jpg,zhanhao668,88,False,False,[],,False,False,False,False,False,,False,0,0,,,
False,Fri Nov 13 06:24:21 +0000 2020,"Vica Li from Beijing China. Sharing Chinese learning skills, word cards, tutorials. Facebook: https://t.co/cO5Jws5HUH",36,1722,19,22,"Beijing, China",1524,Vica's Class,1722,[],False,https://pbs.twimg.com/profile_banners/1327135158647009280/1606048825,https://pbs.twimg.com/profile_images/1357172332830199808/PN7wlsw9_normal.jpg,VicaLi18,1764,False,False,[],,False,False,False,False,False,,False,0,0,youtube.com/channel/UC9lI3…,https://www.youtube.com/channel/UC9lI3GcZkJDgdZSeuR6rt5g,https://t.co/f6ybQDytvu
True,Wed Jul 20 00:59:59 +0000 2011,"https://t.co/Ak6zvI4GC8, the English portal of China News Service, a window into news about China. #ChinaTravel #ChinaStory #ChinaTech #ChinaBiz #Panda #AmazingChina",981,649892,654,1986,Beijing,75051,China News 中国新闻网,649892,[],False,https://pbs.twimg.com/profile_banners/338736117/1676872220,https://pbs.twimg.com/profile_images/1476824375936811012/Lpr6r4PF_normal.png,Echinanews,89826,False,False,[],Business,False,False,False,False,False,1448982366896,True,0,0,ecns.cn,http://www.ecns.cn/,https://t.co/sSjnqSY9x7
False,Mon Jan 30 16:44:05 +0000 2017,16th Chinese Ambassador to Afghanistan,1185,27673,274,163,Afghanistan,1254,Zhao Xing 赵星,27673,[],False,https://pbs.twimg.com/profile_banners/826108735827345410/1681471527,https://pbs.twimg.com/profile_images/1646833933055655936/IjTS7TVK_normal.jpg,ChinaEmbKabul,2236,False,False,[],,False,False,False,False,False,,False,0,0,af.china-embassy.org/eng/,http://af.china-embassy.org/eng/,https://t.co/d1gEy1bddj
False,Sun Jun 16 08:37:55 +0000 2019,Ambassador of the People's Republic of China to the Republic of Maldives,9702,20322,624,105,,1261,Ambassador Wang Lixin,20322,[],False,https://pbs.twimg.com/profile_banners/1140176664468418561/1618285950,https://pbs.twimg.com/profile_images/1669558309593165825/6wNM68Iq_normal.jpg,China_Amb_Mdv,6095,False,False,[],,False,False,False,False,False,,False,0,0,,,
True,Wed May 23 02:53:47 +0000 2012,"Journalist & Political-Economic Analyst, Commentator. China-Africa, N/S Korea Fellow. Years in Africa & Middle East for business. Love Travelling. Personal view",4409,93733,8979,360,"Beijing, China ",9197,Shen Shiwei 沈诗伟,93733,['1721890503866937586'],False,https://pbs.twimg.com/profile_banners/587955457/1574077365,https://pbs.twimg.com/profile_images/1448803470597926912/FKw9_IXc_normal.jpg,shen_shiwei,15419,False,False,[],Creator,False,False,False,False,False,1582063759920,True,0,0,youtube.com/channel/UC0qIA…,https://www.youtube.com/channel/UC0qIAejjPz8cCyuFdfCwf2Q,https://t.co/JGMeqIO7x7
False,Tue May 01 09:33:09 +0000 2018,"CGTN's only news program fronted by the network's Beijing HQ and its North America, Africa and Europe production centers. | Mon-Fri, 15GMT",77,1071,236,11,,974,The Link,1071,[],False,https://pbs.twimg.com/profile_banners/991249152871813120/1594752042,https://pbs.twimg.com/profile_images/1283109162482905088/XRhpH6KV_normal.jpg,TheLinkOnCGTN,1397,False,False,[],,False,False,False,False,False,,False,0,0,cgtn.com,http://www.cgtn.com,https://t.co/MkRnfh9YQU
False,Wed Oct 20 06:44:59 +0000 2021,Offcial Twitter Account of Chinese Embassy in Bahrain,16,1576,44,34,Building 1109，Road 2819，Manama,109,Embassy of China in Bahrain,1576,[],False,https://pbs.twimg.com/profile_banners/1450714574995472387/1644393232,https://pbs.twimg.com/profile_images/1485594470926196737/ej7z7pZ0_normal.jpg,ChinaEmbBahrain,248,False,False,[],Creator,False,False,False,False,False,1672905600000,False,0,0,bh.china-embassy.org/chn/,http://bh.china-embassy.org/chn/,https://t.co/GWHA85AKp4
True,Mon Mar 02 01:39:41 +0000 2020,"Discover the authentic Guangxi, China that only locals know.
FB：https://t.co/pxMJj03L6m
Ins：https://t.co/jQMqPpz5CG…",2359,10732,319,50,Guangxi,4355,Discover Guangxi China,10732,['1722531973921702068'],False,https://pbs.twimg.com/profile_banners/1234292223312719873/1699519722,https://pbs.twimg.com/profile_images/1260389482064252928/71PkYeAU_normal.jpg,DiscoverGuangxi,5246,False,False,[],Business,False,False,False,False,False,1681284333711,True,0,0,visitgx.com,http://www.visitgx.com/,https://t.co/bdDMypswzV
False,Fri Apr 20 00:33:42 +0000 2012,"Reporter, Global Times",21,578,239,19,"Beijing, China",0,Wang Cong,578,[],False,,https://pbs.twimg.com/profile_images/1196787150102003712/y7HUvnLz_normal.jpg,bycongwang,1,False,False,[],,False,False,False,False,False,,False,0,0,,,
False,Wed Sep 25 10:50:18 +0000 2019,中华人民共和国驻几内亚共和国大使馆 Ambassade de la République populaire de Chine en République de Guinée,530,5618,297,97,Guinea,202,Ambassade de Chine en Guinée,5618,[],False,https://pbs.twimg.com/profile_banners/1176811042015502336/1602144613,https://pbs.twimg.com/profile_images/1177633664596942848/j6uZ3Q4d_normal.jpg,chine_guinee,1150,False,False,[],,False,False,False,False,False,1610152751581,False,0,0,gn.china-embassy.org/fra/,http://gn.china-embassy.org/fra/,https://t.co/Zfj6r6Ni1L
False,Mon Oct 14 10:42:48 +0000 2019,"Follow us to know more about China's Diplomacy. 
YouTube https://t.co/owWGn7pWzE 
Facebook https://t.co/Mkd9zD52cs 
Instagram https://t.co/Ibatpyiyli",211,672222,223,2297,中国，北京 Beijing PRC,3899,Spokesperson发言人办公室,672222,[],False,https://pbs.twimg.com/profile_banners/1183694592433983489/1586016068,https://pbs.twimg.com/profile_images/1245983365464862720/geYatUB4_normal.jpg,MFA_China,9619,False,False,[],,False,False,False,False,False,1575430457798,False,0,0,,,
True,Mon May 24 08:11:05 +0000 2010,China's national online news service,205,1045994,1996,2281,"Beijing, China",66367,China.org.cn,1045994,[],False,https://pbs.twimg.com/profile_banners/147491390/1698807956,https://pbs.twimg.com/profile_images/436316981856190464/LRx27tCS_normal.png,chinaorgcn,72735,False,False,[],,False,False,False,False,False,1435176717356,True,1,0,china.org.cn,http://www.china.org.cn,https://t.co/QpFrTqYqsp
True,Thu Jun 18 08:01:38 +0000 2020,"Official Twitter account of Jilin province, located in Northeast China. Follow the latest from Jilin province on this page.",1187,29240,427,52,"Jilin, China",733,"Jilin, China",29240,['1723988394576130456'],False,https://pbs.twimg.com/profile_banners/1273526214242832384/1699943077,https://pbs.twimg.com/profile_images/1273526776887676931/6Zn92CF3_normal.jpg,JilinChina,929,False,False,[],,False,False,False,False,False,1684914917325,True,4,0,facebook.com/jilinchina/,https://www.facebook.com/jilinchina/,https://t.co/jKMgnV0iBN
False,Wed Oct 30 09:56:50 +0000 2019,@ChinaDaily Tweets my own. #MediaUnlocked El pueblo unido jamás será vencido. #大白话讲新闻,2062,2636,2751,27,,489,Xu Pan,2636,[],False,https://pbs.twimg.com/profile_banners/1189481240056885253/1683268170,https://pbs.twimg.com/profile_images/1352239721452171266/ZKyHCR6i_normal.jpg,PenicilinPan,1259,False,False,[],,False,False,False,False,False,,False,0,0,,,
False,Thu Aug 25 07:54:06 +0000 2016,A window to watch China and Africa. Please follow us and share your opinion on Sino-Africa relations,1396,3400,586,70,"Nairobi, Kenya",2299,China Daily Africa,3400,[],False,https://pbs.twimg.com/profile_banners/768718077189947392/1588945810,https://pbs.twimg.com/profile_images/1258755411848695809/vf_wkE8i_normal.jpg,CDAfricaNews,9210,False,False,[],Creator,False,False,False,False,False,,False,0,0,,,
True,Thu Oct 24 14:16:46 +0000 2019,"Embajador de  China en Cuba 
Chinese Ambassador to Cuba 
中国驻古巴大使 @EmbChinaCuba",31238,60652,2858,315,"Havana,Cuba",1057,MA Hui 马 辉,60652,['1707380527580196959'],False,https://pbs.twimg.com/profile_banners/1187372311604858882/1628954665,https://pbs.twimg.com/profile_images/1252710339365519361/VXQsEhZS_normal.jpg,MahuiChina,22756,False,False,[],,False,False,False,False,False,1629880089938,True,0,0,cu.china-embassy.gov.cn,http://cu.china-embassy.gov.cn,https://t.co/04xeZZJ0Jv
False,Thu Jul 09 20:48:49 +0000 2020,"This material is distributed by MediaLinks TV, LLC on behalf of CCTV. Additional information is available at the Department of Justice, Washington, D.C.",4,413,0,3,"Washington, DC",325,Pandaorama,413,[],False,https://pbs.twimg.com/profile_banners/1281329408775725057/1596829586,https://pbs.twimg.com/profile_images/1291822979811282944/YNkm7xdy_normal.jpg,PandaoramaLink,338,False,False,[],,False,False,False,False,False,,False,0,0,,,
False,Wed Oct 16 05:55:26 +0000 2019,,14,58,2,5,Beijing,4,CGTN Style,58,[],False,https://pbs.twimg.com/profile_banners/1184347058817208321/1571205579,https://pbs.twimg.com/profile_images/1184348148153536512/SFi6Phxa_normal.jpg,CGTN_Style,47,False,False,[],,False,False,False,False,False,,False,0,0,cgtn.com/culture,https://www.cgtn.com/culture,https://t.co/MbFrmysdAi
False,Tue Jan 21 05:36:46 +0000 2020,"Journaliste chinoise, passionnée par la vie verte, la musique, la danse et la beauté de la vie. Je vous fais part ici des dernières nouveautés de Chine ！",80,992,21,10,,686,Coco Studio,992,[],False,https://pbs.twimg.com/profile_banners/1219493981819523073/1635583553,https://pbs.twimg.com/profile_images/1660543836337192960/uTBOkJnQ_normal.jpg,CocoStudio4,791,False,False,[],,False,False,False,False,False,,False,0,0,,,
False,Sat Dec 07 08:40:44 +0000 2019,"Senior producer of @CGTNOFFICIAL, looking for columnists & guest speakers! Share personal thoughts & interesting stuff about China. Proud Wuhaner & Beijinger.",2367,4343,1272,45,Beijing,826,Peijin Zhang,4343,[],False,https://pbs.twimg.com/profile_banners/1203232832518144000/1594269391,https://pbs.twimg.com/profile_images/1203239768504487936/LBlY5_TX_normal.jpg,peijin_zhang,1418,False,False,[],,False,False,False,False,False,,False,0,0,cgtn.com/opinions,https://www.cgtn.com/opinions,https://t.co/NiI796SGeE
False,Wed Oct 28 10:14:02 +0000 2020,Chinese Ambassador to Pakistan.,41,61137,27,140,Islamabad,377,Nong Rong,61137,[],False,https://pbs.twimg.com/profile_banners/1321394656480022528/1604339112,https://pbs.twimg.com/profile_images/1321832847393624067/fwJscWg3_normal.jpg,AmbNong,546,False,False,[],,False,False,False,False,False,,False,0,0,pk.chineseembassy.org/eng/,http://pk.chineseembassy.org/eng/,https://t.co/OHx1qcf2XC
True,Fri Aug 04 07:48:14 +0000 2017,"Business Journalist @XHNews 🎥 China & Middle East Expert 🎙 9 languages 🌏 @MontreuxJazz China Ambassador 🎶 @SG__Symposium, @IMD_Bschool & @LLIMF Advisor",4473,39456,883,44,"London, United Kingdom",1381,Martina Fuchs,39456,['1581687974479409152'],False,https://pbs.twimg.com/profile_banners/893378024967725056/1564066174,https://pbs.twimg.com/profile_images/1587161845844041731/t5v87Nvr_normal.jpg,martinaglobal,3776,False,False,[],Creator,False,False,False,False,False,1657145103398,True,0,0,martinafuchs.global,http://martinafuchs.global,https://t.co/6KR0gUU6jV
False,Thu Feb 13 09:07:27 +0000 2020,"Science & tech reporter/
Documentary director/
CGTN Tech It Out Studio Producer/
Views are my own",54,666,202,8,Beijing,1798,Yang Zhao TIO,666,[],False,https://pbs.twimg.com/profile_banners/1227881912363937792/1594090577,https://pbs.twimg.com/profile_images/1229036045481566208/dGcoMC0l_normal.jpg,YangZha42341102,1986,False,False,[],,False,False,False,False,False,,False,0,0,,,
True,Sun May 03 16:57:39 +0000 2009,"本主頁為《帝吧中央集團軍》小組官方Twitter。
官微微博：@帝吧官微 
TG频道：https://t.co/E3cyTnT2Q9

投稿可私信",2398,30396,460,219,香港,1254,CHN_帝吧🇨🇳,30396,['1460836223916802053'],False,https://pbs.twimg.com/profile_banners/37452269/1632743555,https://pbs.twimg.com/profile_images/1602304320166277120/BevyUBTi_normal.jpg,back_XiaoDiDi,3557,False,False,[],Creator,False,False,False,False,False,1682017378363,True,0,0,weibo.com/u/7010131150,https://weibo.com/u/7010131150,https://t.co/koVX8zjW1b
True,Thu Feb 09 01:10:18 +0000 2012,"Public media for public good. We don't pursue corporate interests, nor yield to pressure of ideological stigmatization and political bias
Our App: https://t.co/uYjoablw4w",129,11994075,78,14249,"Headquartered in Beijing, PRC",247828,China Xinhua News,11994075,[],False,https://pbs.twimg.com/profile_banners/487118986/1586067539,https://pbs.twimg.com/profile_images/1246686019241398274/swhowkA5_normal.jpg,XHNews,266954,False,False,[],,False,False,False,False,False,1395426519493,True,0,0,,,
False,Sun Jan 15 02:42:36 +0000 2017,China's flagship current affairs talk show on @CGTNOfficial. Balanced perspectives on how China perceives the world. Influences decision makers around the world,45,1011,336,14,Beijing,1289,CGTN Dialogue,1011,['1504411657723731969'],False,https://pbs.twimg.com/profile_banners/820461148742946816/1586940618,https://pbs.twimg.com/profile_images/1253581986666614785/-2xYrg_M_normal.jpg,CGTN_Dialogue,1450,False,False,[],Business,False,False,False,False,False,,False,0,0,facebook.com/CGTNDialogueid…,https://www.facebook.com/CGTNDialogueideasmatter,https://t.co/gQq6hIRBHK
False,Tue Dec 24 00:30:26 +0000 2019,"The official Twitter handle of China State Construction Engineering Corporation (CSCEC).
CSCEC works to expand a happy living environment.",612,122781,231,99,Global,743,China State Construction,122781,[],False,https://pbs.twimg.com/profile_banners/1209270021119102976/1609134996,https://pbs.twimg.com/profile_images/1209270165793202176/gYYVOzb3_normal.jpg,CSCECNEWS,1577,False,False,[],Business,False,False,False,False,False,1589527173873,False,0,0,english.cscec.com,https://english.cscec.com/,https://t.co/OoYY2Baffy
False,Sat May 08 20:50:50 +0000 2021,Cuenta Oficial del Embajador de la República Popular China en la República Bolivariana de Venezuela. Cordiales Saludos.,132,1032,12,17,Venezuela,286,Embajador de China en Venezuela,1032,[],False,https://pbs.twimg.com/profile_banners/1391133460111183872/1620507167,https://pbs.twimg.com/profile_images/1391133612767129605/472liu0d_normal.jpg,EmbChinaVen,1185,False,False,[],,False,False,False,False,False,1672905600000,False,0,0,,,
False,Fri Oct 27 14:40:20 +0000 2017,,67,49710,50,16,,21623,dostifm98,49710,[],False,https://pbs.twimg.com/profile_banners/923922314005278721/1586098734,https://pbs.twimg.com/profile_images/1246818002093432832/CNuLUfFm_normal.jpg,DostiFM98,85877,False,False,[],,False,False,False,False,False,,False,0,0,dostiradio.com,https://www.dostiradio.com/,https://t.co/x392aIFt5d
False,Thu Dec 16 12:55:47 +0000 2010,"Xinhua journalist, China Chat producer, published author. @SISUShanghai, @BU_Tweets, @VUBrussel. Shanghai, Brussels, NYC, Beijing.😘🇨🇳🇧🇪🇺🇸",492,8653,749,61,Beijing,1122,Miao Xiaojuan,8653,['1643444248082264066'],False,https://pbs.twimg.com/profile_banners/227290781/1647525650,https://pbs.twimg.com/profile_images/1504457726188949508/SJ5Tb2sk_normal.jpg,MiaoXiaojuan,1328,False,False,[],Creator,False,False,False,False,False,,False,0,0,facebook.com/miaoxiaojuan,http://www.facebook.com/miaoxiaojuan,https://t.co/5VaA5nHOMm
False,Wed Jun 05 22:08:41 +0000 2019,Former Chinese Ambassador to the US,116,136789,44,686,"Washington, DC",153,Cui Tiankai,136789,[],False,https://pbs.twimg.com/profile_banners/1136394437012152326/1586017393,https://pbs.twimg.com/profile_images/1136751135082110976/i-vPvzs8_normal.png,AmbCuiTiankai,419,False,False,[],,False,False,False,False,False,,False,0,0,china-embassy.org/eng/,http://www.china-embassy.org/eng/,https://t.co/CDD3PtM4RK
False,Tue Sep 22 21:34:41 +0000 2015,Chinese Diplomat working in African Affairs Department of Chinese Foreign Ministry.,144,3910,517,28,Beijing China,132,Minister Counsellor Zhao,3910,['1252370122682937346'],False,https://pbs.twimg.com/profile_banners/3742816096/1588875490,https://pbs.twimg.com/profile_images/1335170058209910785/VQLd3ilu_normal.jpg,zhaobaogang2011,1635,False,False,[],,False,False,False,False,False,,False,0,0,,,
False,Thu Jun 15 07:57:05 +0000 2023,"China-based Journalists | Covering China & Global Issues 

We have been known for our reports on Xinjiang. #MediaUnlocked #China",111,529,465,4,,72,MediaUnlocked,529,['1701829013092946128'],False,https://pbs.twimg.com/profile_banners/1669252531518857217/1690270307,https://pbs.twimg.com/profile_images/1683740799220215809/L5Yc4eUe_normal.jpg,MediaUnlock,105,False,False,[],,False,False,False,False,False,,False,0,0,youtube.com/@ChinaUnlocked,http://youtube.com/@ChinaUnlocked,https://t.co/ekp9qZSFhc
False,Wed Jan 06 03:44:45 +0000 2021,新闻与媒体网站,498,183,23,0,,3924,Mingala news,183,[],False,https://pbs.twimg.com/profile_banners/1346663900519927808/1639038609,https://pbs.twimg.com/profile_images/1426102310904614915/sI5OZRS-_normal.jpg,MingalaNews,4948,False,False,[],,False,False,False,False,False,,False,0,0,,,
True,Wed Apr 08 06:50:58 +0000 2020,中華人民共和国駐福岡総領事館の公式Twitterです。中国と日本九州・沖縄・山口地域の物語を皆様にご紹介させていただきます。よろしくお願いします。総領事館ホームページは以下のURLからご覧いただけます。https://t.co/rdhPOtMdad,1403,2978,123,63,福岡市中央区地行浜1-3-3,431,中華人民共和国駐福岡総領事館,2978,[],False,https://pbs.twimg.com/profile_banners/1247778893592813568/1586329227,https://pbs.twimg.com/profile_images/1600659027825897472/EIhIOxJI_normal.jpg,ChnConsulateFuk,2824,False,False,[],,False,False,False,False,False,1626094089948,True,0,0,fukuoka.china-consulate.org,http://fukuoka.china-consulate.org,https://t.co/rdhPOtMdad
True,Wed Sep 11 14:35:55 +0000 2019,"Chinese Ambassador to South Africa.

For Visa-related issues please contact 0027-11-5059300 or johannesburgcenter@visaforchina.org",4812,56407,444,153,Pretoria,1868,AmbCHENXiaodong,56407,[],False,https://pbs.twimg.com/profile_banners/1171793872592224258/1614418917,https://pbs.twimg.com/profile_images/1328278965514022912/q99nZGEZ_normal.jpg,ChinaAmbSA,4596,False,False,[],,False,False,False,False,False,1644675809853,True,0,0,za.china-embassy.org/eng/,http://za.china-embassy.org/eng/,https://t.co/nGww7sb43B
False,Wed May 31 05:46:01 +0000 2017,Journalist. Opinions mine.,52,308,272,4,"London, England",97,Jianhua Li,308,[],True,https://pbs.twimg.com/profile_banners/869792060248686592/1682455600,https://pbs.twimg.com/profile_images/1567533446355984386/VLJuKtHi_normal.jpg,JianhuaLi4,394,False,False,[],Business,False,False,False,False,False,,False,0,0,,,
False,Mon Sep 06 01:51:11 +0000 2021,"Counsellor, Information Dpt,MFA China
Retweets≠endorsement",2899,336,282,13,,6,zhang_hongtie,336,[],False,https://pbs.twimg.com/profile_banners/1434695521407438851/1655863426,https://pbs.twimg.com/profile_images/1539429218278289408/iLVvAND6_normal.jpg,HongtieZhang,1660,False,False,[],,False,False,False,False,False,,False,0,0,,,
False,Sun Sep 06 13:49:28 +0000 2015,"All about Sanya, a city noted for its breathtaking coastline and heavenly tropical weather (Sanya Tourism Board’s official account)",3160,120379,825,80,"Sanya, Hainan, China",2853,Visit Sanya,120379,[],False,https://pbs.twimg.com/profile_banners/3471033852/1642471828,https://pbs.twimg.com/profile_images/1661283327490379777/4ZDetWom_normal.jpg,VisitSanya,3512,False,False,[],Business,False,False,False,False,False,,False,0,0,visitsanya.com,http://www.visitsanya.com,https://t.co/rzgrVJSzOa
False,Thu Jan 09 10:28:54 +0000 2020,"中国驻欧盟使团公使
Ministre Mission 🇨🇳 à 🇪🇺",1662,18847,542,79,,241,Zhu Jing 朱京,18847,[],False,https://pbs.twimg.com/profile_banners/1215218674459525120/1654703859,https://pbs.twimg.com/profile_images/1216783100228689920/ktZqGmby_normal.jpg,Amb_ZhuJing,2370,False,False,[],,False,False,False,False,False,,False,0,0,,,
False,Tue Mar 03 11:03:20 +0000 2020,中国驻贝尔法斯特总领事馆官方推特账号,50,7250,168,89,"75-77 Malone Road, Belfast",949,中国驻贝尔法斯特总领事馆,7250,[],False,https://pbs.twimg.com/profile_banners/1234796463026298882/1583834545,https://pbs.twimg.com/profile_images/1234796611949277187/zpiwra9D_normal.jpg,CCGBelfast,4411,False,False,[],,False,False,False,False,False,1635343141387,False,0,0,belfast.chineseconsulate.org/chn/,http://belfast.chineseconsulate.org/chn/,https://t.co/fw9kNzbJWK
False,Tue Aug 06 15:28:54 +0000 2019,,811,7801,3657,45,,140,Ambassadeur 朱立英,7801,[],False,,https://pbs.twimg.com/profile_images/1416706396016443397/1nbS-kns_normal.jpg,LiyingZHU1,262,False,False,[],,False,False,False,False,False,,False,0,0,,,
True,Thu Aug 28 08:38:33 +0000 2014,Media professional | 媒体人,88,553617,811,3575,China,1573,Hu Xijin 胡锡进,553617,[],False,https://pbs.twimg.com/profile_banners/2775998016/1514370896,https://pbs.twimg.com/profile_images/504912656256352256/swrUCKHO_normal.jpeg,HuXijin_GT,3920,False,False,[],,False,False,False,False,True,1561481351510,True,0,0,globaltimes.cn,http://www.globaltimes.cn,https://t.co/dXa8GpjDUB
False,Fri Jan 24 18:28:13 +0000 2020,"Bienvenue au Consulat général de la République populaire de Chine à Montréal. Si vous avez des questions sur le visa, veuillez consulter https://t.co/6hlAqkZ1xB",135,1003,78,25,2100 Rue Ste-Catherine O,1407,Consulat général de Chine à Montréal,1003,['1720523544914755784'],False,https://pbs.twimg.com/profile_banners/1220775270413717505/1620310319,https://pbs.twimg.com/profile_images/1220789849004945411/BMILXoqV_normal.jpg,ChinaCGMTL,2703,False,False,[],Creator,False,False,False,False,False,,False,0,0,montreal.china-consulate.gov.cn,http://montreal.china-consulate.gov.cn/,https://t.co/AJVYams1Qh
False,Sun Nov 24 16:11:45 +0000 2013,"中国驻圣保罗总领馆副领事，热爱自然、文化和生命
Vice cônsul do Consulado da China em São Paulo, ama natureza, cultura e vida
Views my own. RT≠endorsement.",1179,1785,576,11,"São Paulo,Brasil Pequim, China",494,Gabriel Liu刘改,1785,[],False,https://pbs.twimg.com/profile_banners/2194292039/1624980025,https://pbs.twimg.com/profile_images/1541750156240068608/5gQh0213_normal.jpg,gabriekestabem,1161,False,False,[],,False,False,False,False,False,,False,0,0,saopaulo.china-consulate.gov.cn/pl/,http://saopaulo.china-consulate.gov.cn/pl/,https://t.co/XsZeFZEGNb
False,Fri Nov 02 08:09:28 +0000 2018,"Real stories from amazing people in China. Part of People's Daily Online, we provide you with stories from China, including culture, tech and travel.",0,109,21,0,Beijing,0,WE ARE CHINA,109,[],False,https://pbs.twimg.com/profile_banners/1058269849242099712/1547168610,https://pbs.twimg.com/profile_images/1083529580512608256/Tp9A3SZJ_normal.jpg,are_china,3,False,False,[],,False,False,False,False,False,,False,0,0,,,
False,Sat Oct 06 02:08:31 +0000 2018,,11462,9640,2578,46,Panama,412,有你静好,9640,['1378689940020633601'],False,https://pbs.twimg.com/profile_banners/1048394541252993024/1586092558,https://pbs.twimg.com/profile_images/1246468851199508482/YnUFFrQp_normal.jpg,WangJianPaco,4122,False,False,[],,False,False,False,False,False,,False,0,0,,,
False,Mon Feb 08 12:39:16 +0000 2021,"Melody Zhang is a finance blogger. She loves her dog Mia and also films. Follow & like for content on Chinese companies, market & economic policies, and more!",11,4,27,1,,13,MoneyHoneywithMelody,4,[],False,https://pbs.twimg.com/profile_banners/1358757234637819909/1633270812,https://pbs.twimg.com/profile_images/1358757937187983361/e4IyYem4_normal.jpg,MelodyZ77141898,13,False,False,[],,False,False,False,False,False,,False,0,0,,,
True,Mon Jan 15 08:30:10 +0000 2018,We focus on news about President Xi Jinping and China.,1285,100377,100,214,,4456,Xi's Moments,100377,['1725425276841087334'],False,https://pbs.twimg.com/profile_banners/952820189191536641/1631880271,https://pbs.twimg.com/profile_images/960768604462460928/Onlx6gVb_normal.jpg,XisMoments,8282,False,False,[],Business,False,False,False,False,False,1681864583811,True,68,0,,,
False,Sun Dec 23 15:06:24 +0000 2012,"🎙️ Journalist of @CGTNRadio
🌏 Chinese living in Beijing
📖 #politics #business #tech #media and #philosophy
📧 yawen.xu17@gmail.com",1980,3085,489,21,Beijing ,244,Yawen Xu,3085,[],False,https://pbs.twimg.com/profile_banners/1030742180/1616869779,https://pbs.twimg.com/profile_images/1541843063798042624/EcZOMroj_normal.jpg,YawenXu17,1290,False,False,[],,False,False,False,False,False,,False,0,0,youtube.com/@YawenXu,https://www.youtube.com/@YawenXu,https://t.co/VIpBUZIZW3
